# dimensionless [l(l+1)/2pi] C_l's for scalar mode
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  158       6.246813229035e-10       1.396765427724e-13      -6.147564091089e-12       0.000000000000e+00       2.859707950025e-12       5.622802101454e-13      -3.407981629743e-15 
  159       6.288537313206e-10       1.385689491034e-13      -6.124564378771e-12       0.000000000000e+00       2.807927076359e-12       5.541937862220e-13      -3.337049131819e-15 
  160       6.329887090335e-10       1.374171008233e-13      -6.098028900065e-12       0.000000000000e+00       2.757258946318e-12       5.462680446902e-13      -3.267417458398e-15 
  161       6.370846920932e-10       1.362232254561e-13      -6.067930923911e-12       0.000000000000e+00       2.707624923639e-12       5.384999418296e-13      -3.199296985071e-15 
  162       6.411405343435e-10       1.349894709104e-13      -6.034245059899e-12       0.000000000000e+00       2.659013581180e-12       5.308885908555e-13      -3.132698888306e-15 
  163       6.451551849760e-10       1.337180469251e-13      -5.996947712703e-12       0.000000000000e+00       2.611428660313e-12       5.234332764111e-13      -3.067578585878e-15 
  164       6.491275771569e-10       1.324112748597e-13      -5.956017264993e-12       0.000000000000e+00       2.564871084582e-12       5.161327625458e-13      -3.003885117333e-15 
  165       6.530566277452e-10       1.310715892447e-13      -5.911434117414e-12       0.000000000000e+00       2.519338896678e-12       5.089852814742e-13      -2.941561019220e-15 
  166       6.569412370091e-10       1.297015393327e-13      -5.863180728580e-12       0.000000000000e+00       2.474827195403e-12       5.019885223366e-13      -2.880542200321e-15 
  167       6.607802883444e-10       1.283037906485e-13      -5.811241655058e-12       0.000000000000e+00       2.431328072643e-12       4.951396199587e-13      -2.820757816876e-15 
  168       6.645726479911e-10       1.268811265399e-13      -5.755603591357e-12       0.000000000000e+00       2.388830550335e-12       4.884351436111e-13      -2.762130147810e-15 
  169       6.683171647511e-10       1.254364497285e-13      -5.696255409917e-12       0.000000000000e+00       2.347320517439e-12       4.818710857695e-13      -2.704574469969e-15 
  170       6.720126697057e-10       1.239727838596e-13      -5.633188201095e-12       0.000000000000e+00       2.306780666903e-12       4.754428508741e-13      -2.647998933338e-15 
  171       6.756579759330e-10       1.224932750536e-13      -5.566395313150e-12       0.000000000000e+00       2.267190432637e-12       4.691452440899e-13      -2.592304436279e-15 
